"StofCV";"nInNm";"fInNm";"NBase";"NInNmX";"NSaltEstr";"FBase";"FInNmX";"FSaltEstr";"Amb";"Hosp"
"00751";"flupentixol decanoaat";"flupentixol décanoate";"flupentixol";"_";"decanoaat";"flupentixol";"_";"décanoate";true;false
"00272";"calcium carbonaat";"calcium carbonate";"calcium";"_";"carbonaat";"calcium";"_";"carbonate";true;false
"00479";"dectaflur";"dectaflur";"dectaflur";"_";"_";"dectaflur";"_";"_";true;false
"00274";"calcium fosfaat";"calcium phosphate";"calcium";"_";"fosfaat";"calcium";"_";"phosphate";true;false
"00923";"indocyaninegroen";"vert d'indocyanine";"indocyaninegroen";"_";"_";"vert d'indocyanine";"_";"_";true;false
"00315";"ceftriaxon dinatrium";"ceftriaxone disodium";"ceftriaxon";"_";"dinatrium";"ceftriaxone";"_";"disodium";true;false
"00317";"cefuroxim axetil";"céfuroxime axétil";"cefuroxim";"_";"axetil";"céfuroxime";"_";"axétil";true;false
"00752";"flupentixol dihydrochloride";"flupentixol dichlorhydrate";"flupentixol";"_";"dihydrochloride";"flupentixol";"_";"dichlorhydrate";true;false
"00753";"flurazepam";"flurazépam";"flurazepam";"_";"_";"flurazépam";"_";"_";true;false
"00754";"flurbiprofen";"flurbiprofène";"flurbiprofen";"_";"_";"flurbiprofène";"_";"_";true;false
"00764";"folinezuur";"acide folinique";"folinezuur";"_";"_";"acide folinique";"_";"_";true;false
"00765";"folinaat calcium";"folinate calcium";"folinaat";"_";"calcium";"folinate";"_";"calcium";true;false
"00770";"fondaparinux natrium";"fondaparinux sodium";"fondaparinux";"_";"natrium";"fondaparinux";"_";"sodium";true;false
"00771";"formoterol";"formotérol";"formoterol";"_";"_";"formotérol";"_";"_";true;false
"00773";"fosamprenavir";"fosamprénavir";"fosamprenavir";"_";"_";"fosamprénavir";"_";"_";true;false
"00775";"fosaprepitant";"fosaprépitant";"fosaprepitant";"_";"_";"fosaprépitant";"_";"_";true;false
"00776";"fosaprepitant dimeglumine";"fosaprépitant diméglumine";"fosaprepitant";"_";"dimeglumine";"fosaprépitant";"_";"diméglumine";true;false
"00779";"fosfomycine";"fosfomycine";"fosfomycine";"_";"_";"fosfomycine";"_";"_";true;false
"00780";"fosfomycine trometamol";"fosfomycine trométamol";"fosfomycine";"_";"trometamol";"fosfomycine";"_";"trométamol";true;false
"00784";"framycetine";"framycétine";"framycetine";"_";"_";"framycétine";"_";"_";true;false
"00785";"framycetine sulfaat";"framycétine sulfate";"framycetine";"_";"sulfaat";"framycétine";"_";"sulfate";true;false
"00789";"furosemide";"furosémide";"furosemide";"_";"_";"furosémide";"_";"_";true;false
"00792";"fusidaat natrium";"fusidate sodium";"fusidaat";"_";"natrium";"fusidate";"_";"sodium";true;false
"00793";"fytomenadion";"phytoménadione";"fytomenadion";"_";"_";"phytoménadione";"_";"_";true;false
"01346";"palifermine";"palifermine";"palifermine";"[biologisch, biosynthetisch]";"_";"palifermine";"[biologique, biosynthétique]";"_";true;false
"00796";"gadobenaat dimeglumine";"gadobénate diméglumine";"gadobenaat";"_";"dimeglumine";"gadobénate";"_";"diméglumine";true;false
"00283";"capsaïcine";"capsaïcine";"capsaïcine";"[plantaardig]";"_";"capsaïcine";"[végétal]";"_";true;false
"00288";"carbamazepine";"carbamazépine";"carbamazepine";"_";"_";"carbamazépine";"_";"_";true;false
"00289";"carbetocine";"carbétocine";"carbetocine";"_";"_";"carbétocine";"_";"_";true;false
"00296";"carglumaatzuur";"acide carglumique";"carglumaatzuur";"_";"_";"acide carglumique";"_";"_";true;false
"00388";"citraat natrium";"citrate sodium";"citraat";"_";"natrium";"citrate";"_";"sodium";true;false
"00515";"diënogest";"diénogest";"diënogest";"_";"_";"diénogest";"_";"_";true;false
"01865";"zuclopenthixol acetaat";"zuclopenthixol acétate";"zuclopenthixol";"_";"acetaat";"zuclopenthixol";"_";"acétate";true;false
"00782";"fosinopril natrium";"fosinopril sodium";"fosinopril";"_";"natrium";"fosinopril";"_";"sodium";true;false
"01804";"Valeriana officinalis (droog extract)";"Valeriana officinalis (extrait sec)";"Valeriana officinalis";"droog extract wortel [plantaardig]";"_";"Valeriana officinalis";"extrait sec racine [végétal]";"_";true;false
"00437";"colestipol hydrochloride";"colestipol chlorhydrate";"colestipol";"_";"hydrochloride";"colestipol";"_";"chlorhydrate";true;false
"00472";"darifenacine hydrobromide";"darifénacine bromhydrate";"darifenacine";"_";"hydrobromide";"darifénacine";"_";"bromhydrate";true;false
"00818";"gestodeen";"gestodène";"gestodeen";"_";"_";"gestodène";"_";"_";true;false
"01764";"tosylchlooramide";"tosylchloramide";"tosylchlooramide";"_";"_";"tosylchloramide";"_";"_";true;false
"01765";"tosylchlooramide natrium";"tosylchloramide sodium";"tosylchlooramide";"_";"natrium";"tosylchloramide";"_";"sodium";true;false
"01767";"trabectedine";"trabectédine";"trabectedine";"_";"_";"trabectédine";"_";"_";true;false
"01769";"tramadol hydrochloride";"tramadol chlorhydrate";"tramadol";"_";"hydrochloride";"tramadol";"_";"chlorhydrate";true;false
"00123";"Arnica montana (tinctuur)";"Arnica montana (teinture)";"Arnica montana";"tinctuur [plantaardig]";"_";"Arnica montana";"teinture [végétal]";"_";true;false
"00442";"collagenasen";"collagénases";"collagenasen";"Clostridium histolyticum [bacterieel, biologisch]";"_";"collagénases";"Clostridium histolyticum [bactérien, biologique]";"_";true;false
"00448";"cyanocobalamine";"cyanocobalamine";"cyanocobalamine";"_";"_";"cyanocobalamine";"_";"_";true;false
"00499";"dexmedetomidine";"dexmédétomidine";"dexmedetomidine";"_";"_";"dexmédétomidine";"_";"_";true;false
"00500";"dexpanthenol";"dexpanthénol";"dexpanthenol";"_";"_";"dexpanthénol";"_";"_";true;false
"00834";"salicylaat glycol";"salicylate glycol";"salicylaat";"_";"glycol";"salicylate";"_";"glycol";true;false
"01645";"sulconazol";"sulconazole";"sulconazol";"_";"_";"sulconazole";"_";"_";true;false
"01756";"tolcapon";"tolcapone";"tolcapon";"_";"_";"tolcapone";"_";"_";true;false
"00817";"gentamicine sulfaat";"gentamicine sulfate";"gentamicine";"[bacterieel]";"sulfaat";"gentamicine";"[bactérien]";"sulfate";true;false
"00863";"Humulus lupulus (droog extract)";"Humulus lupulus (extrait sec)";"Humulus lupulus";"droog extract [plantaardig]";"_";"Humulus lupulus";"extrait sec [végétal]";"_";true;false
"00893";"idarubicine";"idarubicine";"idarubicine";"_";"_";"idarubicine";"_";"_";true;false
"02023";"paritaprevir";"paritaprévir";"paritaprevir";"_";"_";"paritaprévir";"_";"_";true;false
"00912";"imipramine hydrochloride";"imipramine chlorhydrate";"imipramine";"_";"hydrochloride";"imipramine";"_";"chlorhydrate";true;false
"01910";"seleniet natrium";"sélénite sodium";"seleniet";"_";"natrium";"sélénite";"_";"sodium";true;false
"00915";"immunoglobulinen, anti-Rh(D)";"immunoglobulines anti-Rh(D)";"immunoglobulinen, anti-Rh(D)";"[biologisch, humaan plasma]";"_";"immunoglobulines anti-Rh(D)";"[biologique, plasma humain]";"_";true;false
"00917";"immunoglobulinen, anticytomegalovirus";"immunoglobulines anticytomégalovirus";"immunoglobulinen, anticytomegalovirus";"[biologisch, humaan plasma]";"_";"immunoglobulines anticytomégalovirus";"[biologique, plasma humain]";"_";true;false
"00918";"immunoglobulinen, antihepatitis B";"immunoglobulines antihépatite B";"immunoglobulinen, antihepatitis B";"[biologisch, humaan plasma]";"_";"immunoglobulines antihépatite B";"[biologique, plasma humain]";"_";true;false
"01909";"selenium";"sélénium";"selenium";"_";"_";"sélénium";"_";"_";true;false
"00922";"indinavir sulfaat";"indinavir sulfate";"indinavir";"_";"sulfaat";"indinavir";"_";"sulfate";true;false
"00924";"indometacine";"indométacine";"indometacine";"_";"_";"indométacine";"_";"_";true;false
"00932";"insuline detemir";"insuline détémir";"insuline detemir";"[biologisch, biosynthetisch]";"_";"insuline détémir";"[biologique, biosynthétique]";"_";true;false
"00934";"insuline glulisine";"insuline glulisine";"insuline glulisine";"[biologisch, biosynthetisch]";"_";"insuline glulisine";"[biologique, biosynthétique]";"_";true;false
"00235";"botulinetoxine type A (toxine-hemagglutininecomplex)";"toxine botulique type A (complexe toxine-hémagglutinine)";"botulinetoxine type A";"toxine-hemagglutininecomplex [bacterieel, biologisch]";"_";"toxine botulique type A";"complexe toxine-hémagglutinine [bactérien, biologique]";"_";true;false
"00270";"calcitonine (zalm)";"calcitonine (saumon)";"calcitonine";"zalm";"_";"calcitonine";"saumon";"_";true;false
"00636";"esmolol hydrochloride";"esmolol chlorhydrate";"esmolol";"_";"hydrochloride";"esmolol";"_";"chlorhydrate";true;false
"00639";"esomeprazol natrium";"ésoméprazole sodium";"esomeprazol";"_";"natrium";"ésoméprazole";"_";"sodium";true;false
"00660";"etomidaat";"étomidate";"etomidaat";"_";"_";"étomidate";"_";"_";true;false
"00312";"ceftaroline fosamil";"ceftaroline fosamil";"ceftaroline";"acetaat-monohydraat";"fosamil";"ceftaroline";"acétate-monohydraté";"fosamil";true;false
"01099";"meclozine";"méclozine";"meclozine";"_";"_";"méclozine";"_";"_";true;false
"00980";"kamfer";"camphre";"kamfer";"_";"_";"camphre";"_";"_";true;false
"01137";"meropenem";"méropénem";"meropenem";"trihydraat";"_";"méropénem";"trihydraté";"_";true;false
"01160";"methylnaltrexon bromide";"méthylnaltrexone bromure";"methylnaltrexon";"_";"bromide";"méthylnaltrexone";"_";"bromure";true;false
"01162";"methylprednisolon";"méthylprednisolone";"methylprednisolon";"_";"_";"méthylprednisolone";"_";"_";true;false
"01164";"methylprednisolon acetaat";"méthylprednisolone acétate";"methylprednisolon";"_";"acetaat";"méthylprednisolone";"_";"acétate";true;false
"01167";"methylthioninium chloride";"méthylthioninium chlorure";"methylthioninium";"_";"chloride";"méthylthioninium";"_";"chlorure";true;false
"01169";"methysergide waterstofmaleaat";"méthysergide hydrogénomaléate";"methysergide";"_";"waterstofmaleaat";"méthysergide";"_";"hydrogénomaléate";true;false
"01170";"metildigoxine";"métildigoxine";"metildigoxine";"_";"_";"métildigoxine";"_";"_";true;false
"01171";"metoclopramide";"métoclopramide";"metoclopramide";"_";"_";"métoclopramide";"_";"_";true;false
"01172";"metoclopramide hydrochloride";"métoclopramide chlorhydrate";"metoclopramide";"_";"hydrochloride";"métoclopramide";"_";"chlorhydrate";true;false
"01174";"metoprolol succinaat";"métoprolol succinate";"metoprolol";"_";"succinaat";"métoprolol";"_";"succinate";true;false
"01175";"metoprolol tartraat";"métoprolol tartrate";"metoprolol";"_";"tartraat";"métoprolol";"_";"tartrate";true;false
"01176";"metronidazol";"métronidazole";"metronidazol";"_";"_";"métronidazole";"_";"_";true;false
"01178";"mianserine hydrochloride";"miansérine chlorhydrate";"mianserine";"_";"hydrochloride";"miansérine";"_";"chlorhydrate";true;false
"01179";"miconazol";"miconazole";"miconazol";"_";"_";"miconazole";"_";"_";true;false
"01180";"miconazol nitraat";"miconazole nitrate";"miconazol";"_";"nitraat";"miconazole";"_";"nitrate";true;false
"01182";"midazolam hydrochloride";"midazolam chlorhydrate";"midazolam";"_";"hydrochloride";"midazolam";"_";"chlorhydrate";true;false
"01183";"mifepriston";"mifépristone";"mifepriston";"_";"_";"mifépristone";"_";"_";true;false
"01184";"miglustaat";"miglustat";"miglustaat";"_";"_";"miglustat";"_";"_";true;false
"01185";"milrinon";"milrinone";"milrinon";"_";"_";"milrinone";"_";"_";true;false
"01187";"minocycline hydrochloride";"minocycline chlorhydrate";"minocycline";"_";"hydrochloride";"minocycline";"_";"chlorhydrate";true;false
"01191";"mitomycine";"mitomycine";"mitomycine";"_";"_";"mitomycine";"_";"_";true;false
"01289";"norethisteron acetaat";"noréthistérone acétate";"norethisteron";"_";"acetaat";"noréthistérone";"_";"acétate";true;false
"01290";"norfloxacine";"norfloxacine";"norfloxacine";"_";"_";"norfloxacine";"_";"_";true;false
"01291";"norgestimaat";"norgestimate";"norgestimaat";"_";"_";"norgestimate";"_";"_";true;false
"01330";"oxazepam";"oxazépam";"oxazepam";"_";"_";"oxazépam";"_";"_";true;false
"01331";"oxcarbazepine";"oxcarbazépine";"oxcarbazepine";"_";"_";"oxcarbazépine";"_";"_";true;false
"01855";"zinkoxide";"zinc oxyde";"zinkoxide";"_";"_";"zinc oxyde";"_";"_";true;false
"01891";"fidaxomicine";"fidaxomicine";"fidaxomicine";"[plantaardig]";"_";"fidaxomicine";"[végétal]";"_";true;false
"01333";"oxybaat natrium";"oxybate sodium";"oxybaat";"_";"natrium";"oxybate";"_";"sodium";true;false
"01334";"oxybuprocaïne";"oxybuprocaïne";"oxybuprocaïne";"_";"_";"oxybuprocaïne";"_";"_";true;false
"01335";"oxybuprocaïne hydrochloride";"oxybuprocaïne chlorhydrate";"oxybuprocaïne";"_";"hydrochloride";"oxybuprocaïne";"_";"chlorhydrate";true;false
"01363";"paracetamol";"paracétamol";"paracetamol";"_";"_";"paracétamol";"_";"_";true;false
"01365";"paraffine (vloeibaar)";"paraffine (liquide)";"paraffine";"vloeibaar";"_";"paraffine";"liquide";"_";true;false
"01369";"paromomycine sulfaat";"paromomycine sulfate";"paromomycine";"_";"sulfaat";"paromomycine";"_";"sulfate";true;false
"01370";"paroxetine";"paroxétine";"paroxetine";"_";"_";"paroxétine";"_";"_";true;false
"01376";"patentblauw V";"bleu patenté V";"patentblauw V";"_";"_";"bleu patenté V";"_";"_";true;false
"01390";"pentamidine isethionaat";"pentamidine iséthionate";"pentamidine";"_";"isethionaat";"pentamidine";"_";"iséthionate";true;false
"01445";"pramocaïne hydrochloride";"pramocaïne chlorhydrate";"pramocaïne";"_";"hydrochloride";"pramocaïne";"_";"chlorhydrate";true;false
"00548";"dodeclonium bromide";"dodéclonium bromure";"dodeclonium";"_";"bromide";"dodéclonium";"_";"bromure";true;false
"01983";"daclatasvir dihydrochloride";"daclatasvir dichlorhydrate";"daclatasvir";"_";"dihydrochloride";"daclatasvir";"_";"dichlorhydrate";true;false
"01887";"dabrafenib";"dabrafénib";"dabrafenib";"_";"_";"dabrafénib";"_";"_";true;false
"01449";"pravastatine";"pravastatine";"pravastatine";"_";"_";"pravastatine";"_";"_";true;false
"00397";"clindamycine palmitaathydrochloride";"clindamycine chlorhydrate de palmitate";"clindamycine";"_";"palmitaathydrochloride";"clindamycine";"_";"chlorhydrate de palmitate";true;false
"01475";"propanol";"propanol";"propanol";"_";"_";"propanol";"_";"_";true;false
"01522";"ranitidine hydrochloride";"ranitidine chlorhydrate";"ranitidine";"_";"hydrochloride";"ranitidine";"_";"chlorhydrate";true;false
"01526";"reboxetine";"réboxétine";"reboxetine";"_";"_";"réboxétine";"_";"_";true;false
"01527";"remifentanil";"rémifentanil";"remifentanil";"_";"_";"rémifentanil";"_";"_";true;false
"01528";"remifentanil hydrochloride";"rémifentanil chlorhydrate";"remifentanil";"_";"hydrochloride";"rémifentanil";"_";"chlorhydrate";true;false
"01529";"repaglinide";"répaglinide";"repaglinide";"_";"_";"répaglinide";"_";"_";true;false
"01531";"retigabine";"rétigabine";"retigabine";"_";"_";"rétigabine";"_";"_";true;false
"01538";"ribavirine";"ribavirine";"ribavirine";"_";"_";"ribavirine";"_";"_";true;false
"01539";"riboflavine";"riboflavine";"riboflavine";"_";"_";"riboflavine";"_";"_";true;false
"01540";"riboflavine natriumfosfaat";"riboflavine phosphate sodique";"riboflavine";"_";"natriumfosfaat";"riboflavine";"_";"phosphate sodique";true;false
"01230";"nalmefeen hydrochloride";"nalméfène chlorhydrate";"nalmefeen";"dihydraat";"hydrochloride";"nalméfène";"dihydraté";"chlorhydrate";true;false
"01155";"methylergometrine";"méthylergométrine";"methylergometrine";"_";"_";"méthylergométrine";"_";"_";true;false
"02025";"Harpagophytum (poeder)";"Harpagophytum (poudre)";"Harpagophytum";"poeder [plantaardig]";"_";"Harpagophytum";"poudre [végétal]";"_";true;false
"01173";"metoprolol";"métoprolol";"metoprolol";"_";"_";"métoprolol";"_";"_";true;false
"01221";"nadroparine";"nadroparine";"nadroparine";"[biologisch, darmslijmvlies varken]";"_";"nadroparine";"[biologique, muqueuse intestinale de porc]";"_";true;false
"01233";"naltrexon";"naltrexone";"naltrexon";"_";"_";"naltrexone";"_";"_";true;false
"01177";"mianserine";"miansérine";"mianserine";"_";"_";"miansérine";"_";"_";true;false
"01206";"morfine";"morphine";"morfine";"_";"_";"morphine";"_";"_";true;false
"01229";"nalmefeen";"nalméfène";"nalmefeen";"_";"_";"nalméfène";"_";"_";true;false
"01557";"rivastigmine waterstoftartraat";"rivastigmine hydrogénotartrate";"rivastigmine";"_";"waterstoftartraat";"rivastigmine";"_";"hydrogénotartrate";true;false
"01771";"tramazoline hydrochloride";"tramazoline chlorhydrate";"tramazoline";"_";"hydrochloride";"tramazoline";"_";"chlorhydrate";true;false
"01772";"tranexaminezuur";"acide tranexamique";"tranexaminezuur";"_";"_";"acide tranexamique";"_";"_";true;false
"01775";"trazodon";"trazodone";"trazodon";"_";"_";"trazodone";"_";"_";true;false
"01777";"tretinoïne";"trétinoïne";"tretinoïne";"_";"_";"trétinoïne";"_";"_";true;false
"01778";"triamcinolon";"triamcinolone";"triamcinolon";"_";"_";"triamcinolone";"_";"_";true;false
"01779";"triamcinolon acetonide";"triamcinolone acétonide";"triamcinolon";"_";"acetonide";"triamcinolone";"_";"acétonide";true;false
"01780";"triamtereen";"triamtérène";"triamtereen";"_";"_";"triamtérène";"_";"_";true;false
"01782";"trihexyfenidyl";"trihexyphénidyle";"trihexyfenidyl";"_";"_";"trihexyphénidyle";"_";"_";true;false
"01593";"saxagliptine";"saxagliptine";"saxagliptine";"_";"_";"saxagliptine";"_";"_";true;false
"02053";"ponatinib hydrochloride";"ponatinib chlorhydrate";"ponatinib";"_";"hydrochloride";"ponatinib";"_";"chlorhydrate";true;false
"02050";"dulaglutide";"dulaglutide";"dulaglutide";"[biologisch, biosynthetisch]";"_";"dulaglutide";"[biologique, biosynthétique]";"_";true;false
"02043";"apremilast";"aprémilast";"apremilast";"_";"_";"aprémilast";"_";"_";true;false
"02031";"ledipasvir";"lédipasvir";"ledipasvir";"_";"_";"lédipasvir";"_";"_";true;false
"01271";"nilotinib hydrochloride";"nilotinib chlorhydrate";"nilotinib";"monohydraat";"hydrochloride";"nilotinib";"monohydraté";"chlorhydrate";true;false
"01783";"trihexyfenidyl hydrochloride";"trihexyphénidyle chlorhydrate";"trihexyfenidyl";"_";"hydrochloride";"trihexyphénidyle";"_";"chlorhydrate";true;false
"01784";"trimethoprim";"triméthoprime";"trimethoprim";"_";"_";"triméthoprime";"_";"_";true;false
"01785";"triptoreline";"triptoréline";"triptoreline";"_";"_";"triptoréline";"_";"_";true;false
"01786";"triptoreline acetaat";"triptoréline acétate";"triptoreline";"_";"acetaat";"triptoréline";"_";"acétate";true;false
