"HyrCV";"HYR";"MPGRP";"TI";"INTRO";"POS"
"0006445";"HBB";false;"Acetylsalicylzuur";"Acetylsalicylzuur heeft analgetische en antipyretische eigenschappen, en in hoge doses een anti-inflammatoir effect. **_Plaatsbepaling_** - [Zie 8.1. Medicamenteuze koorts- en pijnbestrijding](http://www.bcfi.be/nl/contents/6403) - Acetylsalicylzuur heeft slechts een zeer beperkte plaats bij koorts en pijn ([zie 8.1. Medicamenteuze koorts- en pijnbestrijding](http://www.bcfi.be/nl/contents/6403)), tenzij bij acute migraine en acute spanningshoofdpijn ([zie 10.9.1. Middelen bij de acute migraineaanval](http://www.bcfi.be/nl/contents/9159)). - Acetylsalicylzuur is als antiaggregans in de cardiovasculaire preventie de eerste keuze. Preparaten met uitsluitend cardiovasculaire preventie als indicatie worden vermeld in [2.1.1.1. Acetylsalicylzuur](http://www.bcfi.be/nl/contents/1859) - Voor een anti-inflammatoir effect zijn hoge doses acetylsalicylzuur noodzakelijk; dit is zelden geïndiceerd en de niet-steroïdale anti-inflammatoire middelen ([zie 9.1. Niet-steroïdale anti-inflammatoire middelen](http://www.bcfi.be/nl/contents/6767)) hebben een gunstiger risico-batenverhouding. **_Indicaties (synthese van de SKP)_** - Nociceptieve (niet-neuropathische) pijn. - Koorts. - Ontsteking (hoge doses). - Cardiovasculaire preventie (lage doses); acute fase van myocardinfarct en cerebrovasculair accident en instabiele angor ([zie 2.1.1.1. Acetylsalicylzuur](http://www.bcfi.be/nl/contents/1859)). **_Contra-indicaties_** - Actief gastro-duodenaal ulcus. - Kinderen onder 12 jaar met virale infectie (influenza, varicella). **_Ongewenste effecten_** - Na orale toediening, lokaal etsend effect op de maagmucosa, zelfs bij lage dosis, met soms ernstige maagbloeding; het lokaal etsend effect is geringer met oplosbare preparaten, gebufferde tabletten en maagsapresistente vormen. - Bij gebruik van hoge doses acetylsalicylzuur in eender welke vorm (ook bij parenterale toediening) is er eveneens risico van gastro-intestinale letsels ten gevolge van de prostaglandineremming, zoals dit met de NSAID's wordt gezien. - Overgevoeligheidsreacties (bv. bronchospasme), vooral bij patiënten met astma en nasale poliepen; er is kruisovergevoeligheid met NSAID's. - Langdurige remming van de plaatjesaggregatie, met daardoor een plaats in de cardiovasculaire preventie ([zie 2.1.1.1. Acetylsalicylzuur](http://www.bcfi.be/nl/contents/1859)), maar ook met bloedingsproblemen, bv. bij tandextractie of bij gelijktijdig gebruik van anticoagulantia of van andere antiaggregantia, en dit soms reeds na een éénmalige dosis. - Bij hoge doses: oorsuizen en verhoging van de frequentie en de diepte van de ademhaling. - Bij acute overdosering (meestal met doses hoger dan 10 g, bij volwassenen): convulsies, respiratoire depressie met metabole acidose, verwardheid en coma. - Mogelijk risico van syndroom van Reye [[zie Folia maart 2003](http://www.bcfi.be/nl/articles/query?number=F30N03I) _en_ [Folia september 2003](http://www.bcfi.be/nl/articles/query?number=F30N09F)]. **_Zwangerschap en borstvoeding_** - **Acetylsalicylzuur wordt best vermeden tijdens de zwangerschap.** - **Eerste trimester: vermoeden van een teratogeen en abortief effect bij gebruik van hoge doses.** - **Derde trimester: bij chronisch gebruik van hoge doses, verlengde zwangerschap en arbeid, en vervroegde sluiting van de _ductus arteriosus_.** - **Perinataal: risico van bloedingen bij moeder, foetus en pasgeborene.** - Gebruik van acetylsalicylzuur in lage dosis (&lt; 100 mg p.d.) vanaf het einde van het eerste trimester kan nuttig zijn bij vrouwen met hoog risico van pre-eclampsie; er wordt aanbevolen om de inname van acetylsalicylzuur 5 à 10 dagen vóór de geplande bevallingsdatum te stoppen [[zie Folia april 2016](http://www.bcfi.be/nl/articles/query?number=F43N04E)]. - Borstvoeding: gebruik van hoge doses acetylsalicylzuur is af te raden gezien het risico van intoxicatie bij de pasgeborene; er zijn geen gegevens met lage doses. **_Interacties_** - Verhoogd risico van bloeding bij associëren met antitrombotische middelen of SSRI's. - Verhoogd risico van gastro-intestinale letsels door NSAID’s bij gelijktijdig gebruik van acetylsalicylzuur (zelfs in lage dosis), en bij chronisch of overmatig alcoholverbruik. - Vermoeden van verminderen van het cardioprotectief effect van acetylsalicylzuur door sommige NSAID’s. Het cardioprotectief effect van acetylsalicylzuur zou kunnen behouden blijven door het NSAID enkele uren na het acetylsalicylzuurpreparaat toe te dienen. - Ernstige acidose en centrale toxiciteit bij associëren van hoge doses salicylaten en acetazolamide. - Theoretisch risico van syndroom van Reye bij associëren met varicellavaccin. **_Bijzondere voorzorgen_** - Het natriumgehalte in bruispreparaten (tabletten, poeders, granulaten) kan problemen geven bij patiënten op streng zoutarm dieet.";"pijn en koorts: - tot 4 à 6 x p.d. 300 mg of meer (max. 4 g p.d.) ontsteking: - 3 à 6 g p.d. in meerdere doses antiaggregerend: - 75 à 100 mg p.d. in 1 dosis"
"0006452";"HBBA";true;"Niet-maagsapresistente preparaten";"_";"_"
"0006478";"HBC";false;"Metamizol";"Metamizol is een pyrazolonderivaat met antipyretische, en matige analgetische en spasmolytische eigenschappen. Het heeft geen anti-inflammatoir effect. **_Plaatsbepaling_** - Gezien zijn ongewenste effecten en de vele veiligere alternatieven heeft metamizol geen plaats meer. **_Contra-indicaties_** - Ernstige nierinsufficiëntie; leverinsufficiëntie. - Hematologische afwijkingen. - Kinderen. **_Ongewenste effecten_** - **Ernstige hematologische toxiciteit (bv. agranulocytose).** - Porfyrie-aanval. - Allergische reacties tot zelfs anafylactische shock. - Syndroom van Lyell. - Veneuze irritatie en hypotensie bij intraveneuze toediening.";"_"
"0006486";"HBCA";true;"Specialiteiten [Metamizol]";"_";"--"
"0006494";"HBD";false;"Nefopam";"Nefopam is een analgeticum waarvan het werkingsmechanisme onbekend is; het heeft alleen analgetische eigenschappen. **_Plaatsbepaling_** - Gezien zijn ongewenste effecten en de vele veiligere alternatieven, heeft nefopam geen plaats meer. **_Contra-indicaties_** - Kinderen. - Convulsies in de anamnese. - Gebruik samen met een MAO-inhibitor. **_Ongewenste effecten_** - Nausea, zweten, slaperigheid, convulsies. - Anticholinerge effecten ([zie Inl.6.2.3. Anticholinerge ongewenste effecten](http://www.bcfi.be/nl/contents/9990177)). **_Interacties_** - Ernstige hypertensieve crises bij associëren met MAO-inhibitoren. **_Bijzondere voorzorgen_** - Deze van de anticholinergica ([zie Inl.6.2.3. Anticholinerge ongewenste effecten](http://www.bcfi.be/nl/contents/9990177)).";"_"
"0006502";"HBDA";true;"Specialiteiten [Nefopam]";"_";"--"
"0006510";"HBE";false;"Combinatiepreparaten";"De vaste associaties van paracetamol met codeïne en met tramadol worden vermeld bij de opioïden in [ 8.3.2. Combinatiepreparaten](http://www.bcfi.be/nl/contents/6718) **_Plaatsbepaling_** - In principe zijn preparaten met één enkel actief bestanddeel te verkiezen. - Associëren van hoge doses coffeïne (meer dan 100 mg) met paracetamol of NSAID's zou mogelijk een beperkt additief analgetisch effect geven. - Toevoegen van ascorbinezuur (vitamine C) heeft geen zin. - Het associëren van codeïne of coffeïne met acetylsalicylzuur of paracetamol, zou chronisch gebruik en misbruik ervan in de hand werken ([zie 8.3.2. Combinatiepreparaten](http://www.bcfi.be/nl/contents/6718)). De preparaten die codeïne bevatten, zijn steeds onderworpen aan een voorschrift. **_Contra-indicaties_** - Voor acetylsalicylzuur, [zie 8.2.2. Acetylsalicylzuur](http://www.bcfi.be/nl/contents/6445) **_Ongewenste effecten_** - [Zie 8.2.1. Paracetamol](http://www.bcfi.be/nl/contents/6429) _en_ [ 8.2.2. Acetylsalicylzuur](http://www.bcfi.be/nl/contents/6445) - Of chronisch gebruik van de analgetische combinatiepreparaten aanleiding kan geven tot analgetica-nefropathie blijft controversieel. **_Zwangerschap en borstvoeding_** - [Zie 8.2.1. Paracetamol](http://www.bcfi.be/nl/contents/6429) _en_ [ 8.2.2. Acetylsalicylzuur](http://www.bcfi.be/nl/contents/6445) **_Interacties_** - [Zie 8.2.1. Paracetamol](http://www.bcfi.be/nl/contents/6429) _en_ [ 8.2.2. Acetylsalicylzuur](http://www.bcfi.be/nl/contents/6445) - Coffeïne is een substraat en inhibitor van CYP1A2 ([zie % in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#cyp)). **_Bijzondere voorzorgen_** - [Zie 8.2.1. Paracetamol](http://www.bcfi.be/nl/contents/6429) _en_ [ 8.2.2. Acetylsalicylzuur](http://www.bcfi.be/nl/contents/6445) - Het natriumgehalte in bruispreparaten (tabletten, poeders, granulaten) kan problemen geven bij patiënten op streng zoutarm dieet.";"_"
"0019943";"HBEA";true;"Paracetamol + coffeïne";"_";"_"
"0019927";"HBEB";true;"Acetylsalicylzuur + coffeïne";"_";"_"
"0019919";"HBEC";true;"Acetylsalicylzuur + ascorbinezuur";"_";"_"
"0019901";"HBED";true;"Paracetamol + acetylsalicylzuur + coffeïne";"_";"_"
"0019893";"HBEE";true;"Paracetamol + acetylsalicylzuur + ascorbinezuur";"_";"_"
"0006544";"HC";false;"Opioïden";"Opiaten zijn (natuurlijke of synthetische) moleculen structureel verwant aan morfine. Opioïden (vroeger “narcotische analgetica”) groeperen de opiaten en moleculen met de farmacologische eigenschappen van opiaten maar met een soms verschillende structuur, bv. pethidine of tramadol. **_Plaatsbepaling_** - [Zie 8.1. Medicamenteuze koorts- en pijnbestrijding](http://www.bcfi.be/nl/contents/6403) voor de plaats van opioïden bij chronische pijn en bij de pijnbestrijding in de palliatieve zorg. - De opioïden kunnen geklasseerd worden volgens hun pijnstillend vermogen. - _Weinig krachtige opioïden_: codeïne, dihydrocodeïne, tramadol. - _Matig krachtige opioïden_: pentazocine, pethidine, tilidine. - _Krachtige opioïden_: buprenorfine, fentanyl, hydromorfon, methadon, morfine, oxycodon, piritramide, tapentadol. - Opioïden zijn agonisten ter hoogte van de opioïdreceptoren (vooral μ, κ, δ), en worden ook als volgt geklasseerd. - _Zuivere agonisten_: codeïne, dihydrocodeïne, fentanyl, hydromorfon, methadon, morfine, oxycodon, pethidine, piritramide, tapentadol, tilidine, tramadol. - _Partiële agonisten en gemengde agonisten/antagonisten_: buprenorfine, pentazocine. - Gelijktijdig gebruik van meerdere opioïden is meestal zinloos. Het kan zelfs leiden tot verminderde pijnstilling als zuivere agonisten gelijktijdig gebruikt worden met partiële agonisten of gemengde agonisten/antagonisten (_zie rubriek “Interacties”_). Wel kan morfine of fentanyl als _rescue_ medicatie bij doorbraakpijnen gebruikt worden bij patiënten reeds behandeld met morfine met verlengde afgifte of met fentanyl- of buprenorfinepleisters. Bij _rescue_ wordt morfine als siroop of in een preparaat met normale afgifte, of fentanyl als buccale of sublinguale tablet gegeven. - Bij moeilijk controleerbare pijn of bij ernstige ongewenste effecten kan van opioïd worden veranderd (''opioïdrotatie”). Conversietabellen tussen verschillende middelen geven echter slechts benaderende informatie en individuele aanpassing moet gebeuren. Bij rotatie omwille van ongewenste effecten geeft men 50 tot 75% van de equivalente 24-uursdosis van het nieuw te gebruiken opioïd; bij rotatie omwille van onvoldoende pijnstilling geeft men de equivalente dosis van het nieuw te gebruiken opioïd. - Wanneer in geval van chronische pijn bij niet-oncologische patiënten de pijn moeilijk te controleren is ondanks behandeling met een opioïd, moet nagegaan worden of de behandeling moet worden voortgezet en moet progressief stoppen van het opioïd overwogen worden. - Codeïne wordt gebruikt bij matig ernstige pijn, dikwijls in combinatie met paracetamol ([zie 8.3.2. Combinatiepreparaten](http://www.bcfi.be/nl/contents/6718)), en als antitussivum ([zie 4.2.1. Antitussiva](http://www.bcfi.be/nl/contents/3897)). Ook in deze indicaties zijn er de ongewenste effecten en is er het risico van afhankelijkheid van de opioïden. Codeïne is een prodrug die in de lever omgezet wordt tot morfine. - Het pijnstillend effect van tramadol berust zowel op een morfineachtig effect als op noradrenerge en serotoninerge effecten; in de pijnladder van de Wereldgezondheidsorganisatie ([zie 8.1. Medicamenteuze koorts- en pijnbestrijding](http://www.bcfi.be/nl/contents/6403)) wordt tramadol beschouwd als alternatief voor codeïne. Tramadol is een prodrug die in de lever omgezet wordt tot zijn actieve metaboliet. - De plaats van de matig krachtige analgetica staat niet duidelijk vast. Pentazocine heeft nauwelijks een plaats in de aanpak van chronische pijn. - Fentanyl en buprenorfine zijn beschikbaar als pleisters voor transdermale toediening bij chronische pijn. Deze pleisters zijn enkel bruikbaar bij stabiele pijn, gezien bij aanbrengen of verwijderen van de pleister en bij aanpassen van de dosis, de plasmaconcentraties en het effect slechts traag wijzigen; de nieuwe _steady-state_ wordt pas na meer dan 36 uur bereikt. Verhogen van de dosis na reeds enkele uren, dient dan ook vermeden te worden. - Methadon en buprenorfine kunnen ook aangewezen zijn als substitutiebehandeling bij patiënten met opioïdafhankelijkheid ([zie 10.5.3. Middelen bij opioïdafhankelijkheid](http://www.bcfi.be/nl/contents/8466)). - Het pijnstillend effect van tapentadol berust zowel op een morfineachtig effect als op noradrenerge effecten. De ervaring met tapentadol is nog beperkt, en de equivalente dosis met morfine of andere opioïden is niet bekend. - De opioïden die specifiek gebruikt worden in het kader van anesthesie, worden vermeld in [18.1.2. Opioïden gebruikt in het kader van anesthesie](http://www.bcfi.be/nl/contents/16618) **_Indicaties (synthese van de SKP)_** - Matig tot ernstige pijn wanneer niet-opioïde analgetica onvoldoende zijn. **_Contra-indicaties_** - Acute respiratoire depressie, acute astma-aanval, ernstig COPD; coma; verhoogde intracraniële druk; patiënten met risico van paralytische ileus. - Codeïne: ook _ultrarapid metabolizers_ voor CYP2D6; vrouwen die borstvoeding geven; kinderen en adolescenten tot 18 jaar wanneer gebruikt bij pijn na tonsillectomie en/of adenoïdectomie die gebeurde omwille van slaapapneu; [zie ook 4.2.1. Antitussiva](http://www.bcfi.be/nl/contents/3897) voor de contra-indicaties bij gebruik als antitussivum. - Methadon: ook risicofactoren voor QT-verlenging (genetisch, medicamenteus). - Tapentadol: ook leverinsufficiëntie en ernstige nierinsufficiëntie. - Tramadol: ook niet-gecontroleerde epilepsie. **_Ongewenste effecten_** - Obstipatie; er treedt hiervoor geen tolerantie op. - Sedatie die meestal slechts de eerste dagen aanwezig is. Bij sedatie die lang aanhoudt of opnieuw optreedt, alsook bij respiratoire depressie, moet gedacht worden aan overdosering, vertraagde afbraak of potentialisatie door interactie met andere geneesmiddelen. - Euforie. - Nausea en braken, vooral door de krachtige analgetica, in de eerste weken van de behandeling of bij te snel verhogen van de dosis. - Orthostatische hypotensie. - Respiratoire depressie, vooral met de krachtige opioïden. - Zweten. - Pylorusspasme, contractie van de galwegen en van de sfincter van Oddi. - Opioïd-geïnduceerde hyperalgesie: goed aangetoond bij gebruik van opioïden bij acute postoperatieve pijn, meer controversieel maar ook mogelijk bij gebruik bij chronische pijn. - Tolerantie voor de therapeutische en de ongewenste effecten, naargelang dosis en duur van toediening; het obstiperend effect blijft wel bestaan. Dosisverhoging is vereist om te compenseren voor de tolerantie. - Psychische afhankelijkheid, tot toxicomanie. - Lichamelijke afhankelijkheid bij langdurig gebruik, met ontwenningsverschijnselen bij plots onderbreken van de behandeling. Dit risico bestaat voor alle opioïden. Bij stoppen van de behandeling moet de dosis steeds progressief worden verminderd. - Afhankelijkheid en tolerantie voor het pijnstillend effect zijn bij correct therapeutisch gebruik minder een probleem dan bij misbruik van opioïden (d.w.z. gebruik omwille van het euforiserend effect). - Morfine: ook stijging van de intracraniële druk is gesuggereerd. - **Methadon: ook QT-verlenging** (voor de risicofactoren voor _torsades de pointes_ in het algemeen, [zie Inl.6.2.2. QT-verlenging en torsades de pointes](http://www.bcfi.be/nl/contents/9990169)). - Pentazocine: ook stijging van de pulmonale en systemische arteriële druk, vooral tijdens de acute fase van het myocardinfarct. - Tapentadol: ook duizeligheid, hoofdpijn, beven, agressief gedrag; convulsies werden ook gezien, vooral bij patiënten met epilepsie of die andere epileptogene geneesmiddelen nemen ([zie Inl.6.2.8. Convulsies uitgelokt door geneesmiddelen](http://www.bcfi.be/nl/contents/9990227)). - Tramadol: ook anafylactische reacties, monddroogte, vertigo, beven; ook convulsies, vooral bij patiënten met epilepsie of bij inname van andere epileptogene geneesmiddelen ([zie Inl.6.2.8. Convulsies uitgelokt door geneesmiddelen](http://www.bcfi.be/nl/contents/9990227)). **_Zwangerschap en borstvoeding_** - **Opioïden zijn af te raden tijdens de zwangerschap.** - **Bij de pasgeborene, respiratoire depressie en, bij chronisch gebruik door de moeder, dervingsverschijnselen.** - In verband met zwangere vrouwen met opioïdafhankelijkheid, [zie Folia december 2006](http://www.bcfi.be/nl/articles/query?number=F33N12B). - Borstvoeding: gebruik van opioïden mag, maar moet voorzichtig gebeuren. Codeïne is gecontra-indiceerd: ernstige problemen bij het kind zijn beschreven indien de moeder een _ultrarapid metabolizer_ van codeïne is [[zie Folia oktober 2013](http://www.bcfi.be/nl/articles/query?number=F40N10G)]. **_Interacties_** - Verminderd pijnstillend effect van zuivere agonisten (bv. morfine, methadon) bij het toevoegen van een partiële agonist, een gemengde agonist/antagonist (bv. buprenorfine of pentazocine) of een opioïdantagonist. - Overdreven sedatie bij associëren met andere geneesmiddelen met sederend effect of met alcohol. - Fentanyl, hydromorfon, oxycodon, pentazocine, pethidine, tapentadol en tramadol: serotoninesyndroom bij associëren met andere stoffen met serotoninerge werking (vooral MAO-inhibitoren of SSRI's) ([zie Inl.6.2.4. Serotoninesyndroom](http://www.bcfi.be/nl/contents/9990185)). - Methadon: verhoogd risico van _torsades de pointes_ bij associëren met andere middelen die het risico van QT-verlenging verhogen ([zie Inl.6.2.2. QT-verlenging en torsades de pointes](http://www.bcfi.be/nl/contents/9990169)). - Tramadol en tapentadol: verhoogd risico van convulsies bij associëren met andere geneesmiddelen die de convulsiedrempel verlagen ([zie Inl.6.2.8. Convulsies uitgelokt door geneesmiddelen](http://www.bcfi.be/nl/contents/9990227)). - Codeïne en tramadol zijn substraten van CYP2D6 ([zie % in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#cyp)) met o.a. verminderde omzetting naar de actieve metaboliet door CYP2D6-inhibitoren, en daardoor mogelijk verminderd analgetisch effect. - Buprenorfine en fentanyl zijn substraten van CYP3A4 ([zie % in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#cyp)). - Methadon is een substraat van CYP2B6 en inhibitor van CYP2D6 ([zie % in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#cyp)). - Oxycodon is een substraat van CYP2D6 ([zie % in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#cyp)). **_Bijzondere voorzorgen_** - Het risico van misbruik en verslaving met opioïden is groter bij patiënten met een voorgeschiedenis van toxicomanie of alcoholisme. - Bij chronisch gebruik zijn langwerkende preparaten te verkiezen en is systematisch gebruik van kortwerkende preparaten te vermijden, tenzij bij doorbraakpijnen. - Gebruik van krachtige opioïden voor chronische pijn bij niet-oncologische patiënten is controversieel [[zie Folia september 2016](http://www.bcfi.be/nl/articles/query?number=F43N09B)]. Zeker hier dient men vooraf een grondig bio-psychosociaal bilan te maken en zijn nauwkeurige medische opvolging en periodieke herevaluaties noodzakelijk. - Miosis wijst op een overdosis bij een acute situatie, maar niet als het gaat om chronische gebruikers. - Voorzichtigheid is geboden bij patiënten met nier- of leverinsufficiëntie omwille van een meer uitgesproken effect. - Codeïne is een prodrug waaruit via CYP2D6 morfine wordt gevormd. Een overdreven effect werd gezien bij _ultrarapid metabolizers_ van codeïne [[zie Folia december 2006](http://www.bcfi.be/nl/articles/query?number=F33N12C)]. Bij trage metaboliseerders (5 à 10% van de blanke bevolking) daarentegen geeft codeïne mogelijk onvoldoende pijnstillend effect. - Bij chronisch gebruik van een opioïd dient reeds preventief de obstipatie bestreden te worden door gebruik van een laxativum [[zie Folia januari 2003](http://www.bcfi.be/nl/articles/query?number=F30N01C)]. Ook kan, in het kader van opioïd-geïnduceerde obstipatie, de associatie oxycodon + naloxon ([zie 8.3.2. Combinatiepreparaten](http://www.bcfi.be/nl/contents/6718)), methylnaltrexon ([zie 8.4. Opioïdantagonisten](http://www.bcfi.be/nl/contents/6734)) of naloxegol ([zie 8.4. Opioïdantagonisten](http://www.bcfi.be/nl/contents/6734)) gebruikt worden, zonder bewijs van superioriteit ten opzichte van de laxativa. - Voor de pleisters is het zeer belangrijk de praktische modaliteiten zoals beschreven in de SKP goed te volgen: bij verkeerd gebruik werden ernstige ongewenste effecten beschreven, bv. bij kinderen [[zie Folia september 2012](http://www.bcfi.be/nl/articles/query?number=F39N09G)]. Ook bij koorts is er een grotere opname. De pleisters mogen niet verknipt worden, tenzij expliciet vermeld wordt in de SKP dat dit toegestaan is. Voor de fentanylpleisters is het mogelijk dat bij magere patiënten de pleister reeds na 48 uur (i.p.v. na 72 uur) moet vervangen worden. Bij cachectische patiënten is grote voorzichtigheid geboden. - Tramadol heeft ook een rectale toedieningsvorm. Na rectale toediening is de biologische beschikbaarheid lager dan na orale toediening van vormen zonder verlengde afgifte en het maximaal effect treedt later op. - Het natriumgehalte in bruispreparaten (tabletten, poeders, granulaten) kan problemen geven bij patiënten op streng zoutarm dieet. **Nota** In magistrale bereiding worden acetylsalicylzuur, paracetamol, codeïne, codeïnefosfaat en coffeïne, onderling geassocieerd of afzonderlijk voorgeschreven, vergoed voor behandeling van chronische pijn, mits toelating van de adviserend geneesheer van de verzekeringsinstelling. Voor sommige niet-terugbetaalbare specialiteiten op basis van de associatie paracetamol + codeïne kunnen bepaalde patiënten met chronische persisterende pijn een tussenkomst bekomen [[zie Folia oktober 2012](http://www.bcfi.be/nl/articles/query?number=F39N10D)]. Het gaat enkel om bepaalde verpakkingen van vaste vormen voor oraal gebruik (zie “Chr” bij deze verpakkingen). Voor magistrale bereidingen op basis van methadon: [zie 10.5.3. Middelen bij opioïdafhankelijkheid](http://www.bcfi.be/nl/contents/8466)";"_"
