"MPcv";"Hyrcv";"Hyr_";"MPnm";"IRCV";"BT";"note";"pos";"WadaN";"WadaF";"rank";"nmcv";"Orphan";"SpecRules";"Narcotic";"Amb";"Hosp"
"6536-1529";"0001164";"AHCAA";"Cordarone";"01529";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24794-2097";"0007880";"JBCA";"Solian";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1388-612";"0007880";"JBCA";"Amisulpride EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22855-1073";"0016493";"JCBAA";"Redomex";"01073";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25577-372";"0004077";"DBBDA";"Surbronc";"00372";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1396-1289";"0007880";"JBCA";"Amisulpride Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1339-2162";"0014274";"OBBA";"Amicla";"02162";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"67-1818";"0010421";"KBAA";"Abelcet";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1321-794";"0010421";"KBAA";"Ambisome";"00794";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1610-406";"0009969";"KAIA";"Amukin";"00406";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"11221-2097";"0000562";"ADDA";"Frusamil";"02097";false;"_";"_";"D";"D";0;0;false;false;false;true;false
"5900-1818";"0000562";"ADDA";"Co-Amiloride Teva";"01818";false;"_";"_";"D";"D";0;0;false;false;false;true;false
"10447-1529";"0009530";"KAAACB";"Flemoxin";"01529";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"5579-828";"0009530";"KAAACB";"Clamoxyl";"00828";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1537-1636";"0009530";"KAAACB";"Amoxicilline Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1594-1768";"0009530";"KAAACB";"Amoxypen";"01768";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"10447-240";"0009530";"KAAACB";"Flemoxin";"00240";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1578-1818";"0009548";"KAAACC";"Amoxiclav Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1487-612";"0009548";"KAAACC";"AmoclaneEG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"5694-240";"0009548";"KAAACC";"Clavucid";"00240";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2410-2485";"0001552";"ALAA";"Atorvastatin Actavis";"02485";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1495-1818";"0014068";"OACA";"Amorolfine Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"5868-26";"0001875";"BAABA";"Clopidomed";"00026";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15545-745";"0014068";"OACA";"Loceryl";"00745";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"21154-406";"0009522";"KAAACA";"Pentrexyl";"00406";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6668-2386";"0002782";"CCCA";"Creon";"02386";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"13797-414";"0011965";"LBFA";"Ivegam-CMV";"00414";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25320-1610";"0016014";"QDAA";"Strepsils";"01610";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25338-1610";"0016030";"QDBA";"Strepsils + Lidocaine";"01610";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"29397-1727";"0013243";"MHA";"Xagrid";"01727";true;"_";"_";"_";"_";0;0;true;false;false;true;false
"2006-257";"0017129";"MIBA";"Arimidex";"00257";false;"_";"_";"AO";"AO";0;0;false;false;false;true;false
"1677-612";"0017129";"MIBA";"Anastrozole EG";"00612";false;"_";"_";"AO";"AO";0;0;false;false;false;true;false
"1651-1636";"0017129";"MIBA";"Anastrozol Sandoz";"01636";false;"_";"_";"AO";"AO";0;0;false;false;false;true;false
"1685-1818";"0017129";"MIBA";"Anastrozole Teva";"01818";false;"_";"_";"AO";"AO";0;0;false;false;false;true;false
"25437-612";"0016055";"QDCA";"Sulfarlem S25";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23341-1453";"0011932";"LBDA";"Rhogam";"01453";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"12211-414";"0011890";"LBBA";"Hepacaf";"00414";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2378-711";"0012005";"LCAAA";"Grafalon";"00711";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1545-1818";"0009530";"KAAACB";"Amoxicilline Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"26641-2097";"0012005";"LCAAA";"Thymoglobuline";"02097";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1842-2204";"0002196";"BABGA";"Antitrombine III-Concentraat Baxalta";"02204";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"13375-125";"0015412";"PECA";"Iopidine";"00125";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27599-1818";"0013243";"MHA";"Trisenox";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23358-1347";"0010629";"KCBBA";"Riamet";"01347";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"12161-2014";"0002766";"CCBA";"Hebucol";"02014";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"4960-471";"0020941";"NBNB";"Cernevit";"00471";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"8367-380";"0013656";"NBJA";"Dr Scheffler Vitamin C";"00380";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23259-406";"0011064";"KDCBA";"Reyataz";"00406";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2329-612";"0000596";"AEB";"Atenolol EG";"00612";false;"_";"_";"B";"B";0;0;false;false;false;true;false
"2345-1636";"0000596";"AEB";"Atenolol Sandoz";"01636";false;"_";"_";"B";"B";0;0;false;false;false;true;false
"26336-257";"0000596";"AEB";"Tenormin";"00257";false;"_";"_";"B";"B";0;0;false;false;false;true;false
"26336-1529";"0000596";"AEB";"Tenormin";"01529";false;"_";"_";"B";"B";0;0;false;false;false;true;false
"2352-1818";"0000596";"AEB";"Atenolol Teva";"01818";false;"_";"_";"B";"B";0;0;false;false;false;true;false
"2295-612";"0000125";"AADA";"Atenolol / Chlortalidone EG";"00612";false;"_";"_";"B,D";"B,D";0;0;false;false;false;true;false
"6833-1867";"0002766";"CCBA";"Cynactil";"01867";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6841-1487";"0002766";"CCBA";"Cynarol";"01487";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24844-711";"0020941";"NBNB";"Soluvit Novum";"00711";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27961-406";"0013656";"NBJA";"Upsa-C";"00406";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"26328-257";"0000125";"AADA";"Tenoretic";"00257";false;"_";"_";"B,D";"B,D";0;0;false;false;false;true;false
"26336-885";"0000596";"AEB";"Tenormin";"00885";false;"_";"_";"B";"B";0;0;false;false;false;true;false
"2428-216";"0001552";"ALAA";"Atorvastatin Apotex";"00216";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2451-1818";"0001552";"ALAA";"Atorvastatine Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27094-1446";"0001552";"ALAA";"Totalip";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27094-885";"0001552";"ALAA";"Totalip";"00885";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2436-1636";"0001552";"ALAA";"Atorvastatin Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2386-1636";"0001552";"ALAA";"Atorasat";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"26310-257";"0000133";"AADB";"Tenif";"00257";false;"_";"_";"B";"B";0;0;false;false;false;true;false
"2337-1289";"0000596";"AEB";"Atenolol Mylan";"01289";false;"_";"_";"B";"B";0;0;false;false;false;true;false
"30106-1446";"0009837";"KABBA";"Zitromax";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2659-406";"0009787";"KAADA";"Azactam";"00406";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27193-661";"0005793";"FDBA";"Tractocile";"00661";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"16238-828";"0019380";"KCBABA";"Malarone";"00828";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"29322-828";"0010694";"KCCBA";"Wellvone";"00828";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27185-828";"0019133";"RACA";"Tracrium";"00828";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2527-1784";"0001297";"AHDAA";"Atropine Sulfate Sterop";"01784";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"13672-125";"0015263";"PDA";"Isopto-Atropine";"00125";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"364-927";"0003301";"CFAA";"Actapulgite";"00927";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"12930-232";"0012021";"LCABA";"Imuran";"00232";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2782-1818";"0009837";"KABBA";"Azithromycine Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2691-1636";"0012021";"LCABA";"Azathioprine Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24745-299";"0014498";"OECA";"Skinoren";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17053-836";"0016279";"SABA";"Micropaque";"00836";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2816-117";"0009092";"JHA";"Baclofen Aguettant";"00117";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"5777-455";"0003400";"CGAB";"Clipper";"00455";false;"_";"_";"C";"C";0;0;false;false;false;true;false
"4622-1602";"0013862";"OAAA";"Cedium Benzalkonium";"01602";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"18572-1743";"0016030";"QDBA";"Neo-Golaseptine";"01743";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"20271-1339";"0016014";"QDAA";"Orofar Lidocaine";"01339";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"20685-1438";"0014431";"OEAA";"Pangel";"01438";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3079-1891";"0014449";"OEFA";"Benzadermine";"01891";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"331-2006";"0014449";"OEFA";"Acneplus";"02006";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"18200-893";"0006171";"GACA";"Myocholine-Glenwood";"00893";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2600-1628";"0013201";"MFA";"Avastin";"01628";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"4564-257";"0004820";"MICB";"Casodex";"00257";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3277-612";"0004820";"MICB";"Bicalutamide EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3285-1636";"0004820";"MICB";"Bicalutamide Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30643-2121";"0002659";"CACA";"Tryplera";"02121";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15321-1347";"0009092";"JHA";"Lioresal";"01347";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2824-1289";"0009092";"JHA";"Baclofen Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"21675-1602";"0014043";"OABBC";"Polyseptol";"01602";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24174-1164";"0018101";"JADC";"Sedinal";"01164";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3376-1305";"0003210";"CEDBA";"Bisolax";"01305";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"8409-372";"0003210";"CEDBA";"Dulcolax Bisacodyl";"00372";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15586-1180";"0000125";"AADA";"Lodoz";"01180";false;"_";"_";"B,D";"B,D";0;0;false;false;false;true;false
"5926-612";"0000125";"AADA";"Co-Bisoprolol EG";"00612";false;"_";"_";"B,D";"B,D";0;0;false;false;false;true;false
"5934-1289";"0000125";"AADA";"Co-Bisoprolol Mylan";"01289";false;"_";"_";"B,D";"B,D";0;0;false;false;false;true;false
"5967-1818";"0000125";"AADA";"Co-Bisoprolol-Ratiopharm";"01818";false;"_";"_";"B,D";"B,D";0;0;false;false;false;true;false
"8961-1180";"0000125";"AADA";"Emcoretic";"01180";false;"_";"_";"B,D";"B,D";0;0;false;false;false;true;false
"17988-1487";"0003210";"CEDBA";"Mucinum";"01487";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"5942-1636";"0000125";"AADA";"Co-Bisoprolol Sandoz";"01636";false;"_";"_";"B,D";"B,D";0;0;false;false;false;true;false
"3400-216";"0000612";"AEC";"Bisoprolol Apotex";"00216";false;"_";"_";"B";"B";0;0;false;false;false;true;false
"5959-1818";"0000125";"AADA";"Co-Bisoprolol Teva";"01818";false;"_";"_";"B,D";"B,D";0;0;false;false;false;true;false
"8953-1180";"0000612";"AEC";"Emconcor";"01180";false;"_";"_";"B";"B";0;0;false;false;false;true;false
"13706-1115";"0000612";"AEC";"Isoten";"01115";false;"_";"_";"B";"B";0;0;false;false;false;true;false
"16741-919";"0003442";"CGCA";"Mesalazine IPS";"00919";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"12146-885";"0011338";"LAAFA";"Havrix";"00885";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17525-1305";"0014407";"ODA";"Mobilat";"01305";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"14936-1347";"0001560";"ALAB";"Lescol";"01347";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3293-1818";"0004820";"MICB";"Bicalutamide Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"4564-885";"0004820";"MICB";"Casodex";"00885";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"4192-299";"0014076";"OACC";"Canestene Derm Bifonazole";"00299";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3368-1818";"0003210";"CEDBA";"Bisacodyl Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22467-1602";"0003210";"CEDBA";"Purgo-Pil";"01602";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3533-1784";"0014704";"OJA";"Boorzuur Vaseline";"01784";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"27177-100";"0017301";"AMB";"Tracleer";"00100";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"9100-281";"0012583";"MAAA";"Endoxan";"00281";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"28597-1982";"0001503";"AKA";"Venoplant";"01982";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"17954-2097";"0017541";"BCCE";"Mozobil";"02097";false;"_";"_";"_";"_";0;0;true;false;false;true;false
"9944-414";"0002246";"BBAA";"Factane";"00414";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"5611-2386";"0009845";"KABBB";"Clarithromycine Abbott";"02386";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3707-1636";"0007492";"JAAB";"Bromazepam Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"15297-1628";"0007492";"JAAB";"Lexotan";"01628";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3673-216";"0007492";"JAAB";"Bromatop";"00216";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3681-612";"0007492";"JAAB";"Bromazepam EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3699-1289";"0007492";"JAAB";"Bromazepam Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"20974-1115";"0008557";"JFBB";"Parlodel";"01115";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"12922-596";"0019976";"JBBAA";"Impromen";"00596";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22947-1263";"0008110";"JCDC";"Remergon";"01263";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"26195-612";"0001057";"AGBF";"Telmisartan EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"8599-927";"0009100";"JHC";"Dysport";"00927";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"29074-166";"0009100";"JHC";"Vistabel";"00166";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"1198-166";"0015412";"PECA";"Alphagan";"00166";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"6353-166";"0015479";"PEFA";"Combigan";"00166";false;"_";"_";"B";"B";0;0;false;false;false;true;false
"2667-125";"0015479";"PEFA";"Azarga";"00125";false;"_";"_";"B";"B";0;0;false;false;false;true;false
"3574-166";"0009100";"JHC";"Botox";"00166";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"2790-125";"0015453";"PEEA";"Azopt";"00125";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"30361-1172";"0010751";"KDAB";"Zonavir";"01172";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22426-257";"0003756";"DADBA";"Pulmicort";"00257";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"3855-1636";"0003756";"DADBA";"Budesonide Sandoz";"01636";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"3848-1404";"0003715";"DADAB";"Budesonide";"01404";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"17145-1347";"0003715";"DADAB";"Miflonide";"01347";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"25619-257";"0003780";"DAEA";"Symbicort";"00257";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"29348-414";"0002295";"BBAB";"Wilfactin";"00414";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"5298-1974";"0016485";"TCA";"Cinryze";"01974";true;"_";"_";"_";"_";0;0;false;false;false;true;false
"18879-1289";"0000794";"AFAI";"Nifedipine Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3715-612";"0004036";"DBBBA";"Bromhexine EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3830-539";"0003392";"CGAA";"Budenofalk";"00539";false;"_";"_";"C";"C";0;0;false;false;false;true;false
"17731-1818";"0003806";"DAFA";"Montelukast Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"23309-257";"0015925";"QCBCB";"Rhinocort";"00257";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"16279-257";"0016147";"RBC";"Marcaine met Adrenaline";"00257";false;"_";"_";"d";"d";0;0;false;false;false;true;false
"14167-1172";"0006841";"IAABA";"Ketesse";"01172";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"18184-232";"0012583";"MAAA";"Myleran";"00232";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"4028-1396";"0014381";"OCB";"Caladryl";"01396";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"12039-2014";"0017921";"FAAA";"Gynomyk";"02014";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"29439-1040";"0014605";"OGCA";"Xamiol";"01040";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"3913-1545";"0012583";"MAAA";"Busilvex";"01545";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"8284-1040";"0014605";"OGCA";"Dovobet";"01040";false;"_";"_";"c";"c";0;0;false;false;false;true;false
"26252-2600";"0006635";"HCAA";"Temgesic";"02600";false;"_";"_";"N";"N";0;0;false;true;false;true;false
"24653-1339";"0003970";"DBAF";"Sinecod";"01339";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3897-1040";"0000455";"ADABA";"Burinex";"01040";false;"_";"_";"D";"D";0;0;false;false;false;true;false
"3954-1818";"0006023";"FHA";"Cabergoline Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25379-2600";"0019000";"JECD";"Suboxone";"02600";false;"_";"_";"N";"N";0;0;false;true;false;true;false
"25569-2097";"0005868";"ECGA";"Suprefact";"02097";false;"_";"_";"Hman";"Hman";0;0;false;false;false;true;false
"8268-1446";"0006023";"FHA";"Dostinex";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"24935-1446";"0006023";"FHA";"Sostilar";"01446";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"7161-1735";"0013680";"NBKB";"Dedrogyl";"01735";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"3996-935";"0012955";"MCAB";"Caelyx";"00935";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22434-1024";"0016485";"TCA";"Pulmolast";"01024";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"25387-2600";"0008482";"JECB";"Subutex";"02600";false;"_";"_";"N";"N";0;0;false;true;false;true;false
"4168-1636";"0001008";"AGBA";"Candesartan Sandoz";"01636";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"4176-1818";"0001008";"AGBA";"Candesartan Teva";"01818";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"29496-1628";"0019794";"MBCB";"Xeloda";"01628";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"22657-2014";"0007070";"IABBA";"Rado-Salil";"02014";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"4135-612";"0001008";"AGBA";"Candesartan EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"4317-612";"0000901";"AGAB";"Captopril EG";"00612";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"4325-1289";"0000901";"AGAB";"Captopril Mylan";"01289";false;"_";"_";"_";"_";0;0;false;false;false;true;false
"5991-1636";"0000166";"AADF";"Co-Candesartan Sandoz";"01636";false;"_";"_";"D";"D";0;0;false;false;false;true;false
